GLNo,COBDate,FindPR,Sum of Princ Rec,Find,,,,,
GL075009/20,31032021,GL075009/20310320210,0,GL075009/20310320210,,,,,
GL075011/20,31032021,GL075011/20310320210,0,GL075011/20310320210,,,,,
GL075012/20,31032021,GL075012/20310320210,0,GL075012/20310320210,,,,,
GL075014/20,31032021,GL075014/20310320210,0,GL075014/20310320210,,,,,
GL075014/20,31032022,GL075014/2031032022,,#N/A,,,,,
GL075014/20,31032022,GL075014/20310320220,0,GL075014/20310320220,,,,,
GL075015/20,31032021,GL075015/20310320210,0,GL075015/20310320210,,,,,
GL075015/20,31032022,GL075015/20310320227,7,GL075015/20310320227,,,,,
GL075016/20,31032021,GL075016/20310320210,0,GL075016/20310320210,,,,,
GL075019/20,31032021,GL075019/20310320210,0,GL075019/20310320210,,,,,
GL075022/20,31032021,GL075022/20310320210,0,GL075022/20310320210,,,,,
GL075022/20,31032022,GL075022/20310320227000,7000,GL075022/20310320227000,,,,,
GL075026/20,31032021,GL075026/20310320212000,2000,GL075026/20310320212000,,,,,
GL075026/20,31032022,GL075026/2031032022,,#N/A,,,,,
GL075026/20,31032022,GL075026/20310320222000,2000,GL075026/20310320222000,,,,,
GL075028/20,31032021,GL075028/20310320210,0,GL075028/20310320210,,,,,
GL075029/20,31032021,GL075029/20310320210,0,GL075029/20310320210,,,,,
GL075030/20,31032021,GL075030/20310320210,0,GL075030/20310320210,,,,,
GL075031/20,31032021,GL075031/20310320210,0,GL075031/20310320210,,,,,
GL075031/20,31032022,GL075031/2031032022,,#N/A,,,,,
GL075031/20,31032022,GL075031/20310320220,0,GL075031/20310320220,,,,,
GL075032/20,31032021,GL075032/203103202110000,10000,GL075032/203103202110000,,,,,
GL075033/20,31032021,GL075033/20310320214000,4000,GL075033/20310320214000,,,,,
GL075034/20,31032021,GL075034/20310320210,0,GL075034/20310320210,,,,,
GL075034/20,31032022,GL075034/20310320220,0,GL075034/20310320220,,,,,
GL075035/20,31032021,GL075035/2031032021800,800,GL075035/2031032021800,,,,,
GL075035/20,31032022,GL075035/20310320223636,3636,GL075035/20310320223636,,,,,
GL075037/20,31032021,GL075037/20310320210,0,GL075037/20310320210,,,,,
GL075037/20,31032022,GL075037/20310320220,0,GL075037/20310320220,,,,,
GL075038/20,31032021,GL075038/20310320210,0,GL075038/20310320210,,,,,
GL075039/20,31032021,GL075039/20310320210,0,GL075039/20310320210,,,,,
GL075041/20,31032021,GL075041/20310320210,0,GL075041/20310320210,,,,,
GL075043/20,31032021,GL075043/20310320210,0,GL075043/20310320210,,,,,
GL075044/20,31032021,GL075044/20310320210,0,GL075044/20310320210,,,,,
GL075047/20,31032021,GL075047/20310320210,0,GL075047/20310320210,,,,,
GL075048/20,31032021,GL075048/20310320210,0,GL075048/20310320210,,,,,
GL075049/20,31032021,GL075049/20310320210,0,GL075049/20310320210,,,,,
GL075050/20,31032021,GL075050/20310320210,0,GL075050/20310320210,,,,,
GL075050/20,31032022,GL075050/2031032022,,#N/A,,,,,
GL075050/20,31032022,GL075050/20310320220,0,GL075050/20310320220,,,,,
GL075051/20,31032021,GL075051/20310320210,0,GL075051/20310320210,,,,,
GL075052/20,31032021,GL075052/2031032021500,500,GL075052/2031032021500,,,,,
GL075053/20,31032021,GL075053/20310320210,0,GL075053/20310320210,,,,,
GL075056/20,31032021,GL075056/20310320210,0,GL075056/20310320210,,,,,
GL075056/20,31032022,GL075056/2031032022,,#N/A,,,,,
GL075056/20,31032022,GL075056/20310320220,0,GL075056/20310320220,,,,,
GL075059/20,31032021,GL075059/20310320210,0,GL075059/20310320210,,,,,
GL075060/20,31032021,GL075060/20310320210,0,GL075060/20310320210,,,,,
GL075060/20,31032022,GL075060/2031032022,,#N/A,,,,,
GL075060/20,31032022,GL075060/20310320220,0,GL075060/20310320220,,,,,
GL075061/20,31032021,GL075061/20310320210,0,GL075061/20310320210,,,,,
GL075061/20,31032022,GL075061/2031032022,,#N/A,,,,,
GL075061/20,31032022,GL075061/20310320220,0,GL075061/20310320220,,,,,
GL075062/20,31032021,GL075062/20310320210,0,GL075062/20310320210,,,,,
GL075064/20,31032021,GL075064/20310320210,0,GL075064/20310320210,,,,,
GL075065/20,31032021,GL075065/20310320210,0,GL075065/20310320210,,,,,
GL075066/20,31032021,GL075066/2031032021500,500,GL075066/2031032021500,,,,,
GL075066/20,31032022,GL075066/20310320222900,2900,GL075066/20310320222900,,,,,
GL075068/20,31032021,GL075068/20310320210,0,GL075068/20310320210,,,,,
GL075070/20,31032021,GL075070/20310320210,0,GL075070/20310320210,,,,,
GL075070/20,31032022,GL075070/2031032022,,#N/A,,,,,
GL075070/20,31032022,GL075070/20310320220,0,GL075070/20310320220,,,,,
GL075071/20,31032021,GL075071/20310320210,0,GL075071/20310320210,,,,,
GL075072/20,31032021,GL075072/20310320210,0,GL075072/20310320210,,,,,
GL075074/20,31032021,GL075074/20310320210,0,GL075074/20310320210,,,,,
GL075074/20,31032022,GL075074/2031032022,,#N/A,,,,,
GL075074/20,31032022,GL075074/20310320220,0,GL075074/20310320220,,,,,
GL075075/20,31032021,GL075075/20310320210,0,GL075075/20310320210,,,,,
GL075080/20,31032021,GL075080/20310320210,0,GL075080/20310320210,,,,,
GL075080/20,31032022,GL075080/20310320220,0,GL075080/20310320220,,,,,
GL075081/20,31032021,GL075081/20310320210,0,GL075081/20310320210,,,,,
GL075082/20,31032021,GL075082/20310320210,0,GL075082/20310320210,,,,,
GL075082/20,31032022,GL075082/20310320220,0,GL075082/20310320220,,,,,
GL075083/20,31032021,GL075083/20310320210,0,GL075083/20310320210,,,,,
GL075084/20,31032021,GL075084/20310320210,0,GL075084/20310320210,,,,,
GL075084/20,31032022,GL075084/20310320220,0,GL075084/20310320220,,,,,
GL075086/20,31032021,GL075086/20310320210,0,GL075086/20310320210,,,,,
GL075087/20,31032021,GL075087/20310320210,0,GL075087/20310320210,,,,,
GL075087/20,31032022,GL075087/2031032022,,#N/A,,,,,
GL075087/20,31032022,GL075087/20310320220,0,GL075087/20310320220,,,,,
GL075089/20,31032021,GL075089/20310320210,0,GL075089/20310320210,,,,,
GL075090/20,31032021,GL075090/20310320210,0,GL075090/20310320210,,,,,
GL075090/20,31032022,GL075090/2031032022,,#N/A,,,,,
GL075090/20,31032022,GL075090/20310320220,0,GL075090/20310320220,,,,,
GL075091/20,31032021,GL075091/20310320210,0,GL075091/20310320210,,,,,
GL075094/20,31032021,GL075094/20310320210,0,GL075094/20310320210,,,,,
GL075094/20,31032022,GL075094/2031032022,,#N/A,,,,,
GL075094/20,31032022,GL075094/20310320220,0,GL075094/20310320220,,,,,
GL075097/20,31032021,GL075097/20310320210,0,GL075097/20310320210,,,,,
GL075097/20,31032022,GL075097/2031032022,,#N/A,,,,,
GL075097/20,31032022,GL075097/20310320220,0,GL075097/20310320220,,,,,
GL075098/20,31032021,GL075098/20310320210,0,GL075098/20310320210,,,,,
GL075099/20,31032021,GL075099/20310320210,0,GL075099/20310320210,,,,,
GL075099/20,31032022,GL075099/2031032022,,#N/A,,,,,
GL075099/20,31032022,GL075099/2031032022637,637,GL075099/2031032022637,,,,,
GL075100/20,31032021,GL075100/20310320210,0,GL075100/20310320210,,,,,
GL075101/20,31032021,GL075101/20310320210,0,GL075101/20310320210,,,,,
GL075102/20,31032021,GL075102/20310320210,0,GL075102/20310320210,,,,,
GL075102/20,31032022,GL075102/2031032022,,#N/A,,,,,
GL075102/20,31032022,GL075102/20310320220,0,GL075102/20310320220,,,,,
GL075104/20,31032021,GL075104/20310320210,0,GL075104/20310320210,,,,,
GL075104/20,31032022,GL075104/20310320220,0,GL075104/20310320220,,,,,
GL075105/20,31032021,GL075105/20310320210,0,GL075105/20310320210,,,,,
GL075107/20,31032021,GL075107/2031032021365,365,GL075107/2031032021365,,,,,
GL075108/20,31032021,GL075108/20310320210,0,GL075108/20310320210,,,,,
GL075108/20,31032022,GL075108/20310320221000,1000,GL075108/20310320221000,,,,,
GL075109/20,31032021,GL075109/20310320217720,7720,GL075109/20310320217720,,,,,
GL075110/20,31032021,GL075110/20310320210,0,GL075110/20310320210,,,,,
GL075110/20,31032022,GL075110/2031032022,,#N/A,,,,,
GL075110/20,31032022,GL075110/20310320224059,4059,GL075110/20310320224059,,,,,
GL075111/20,31032021,GL075111/20310320210,0,GL075111/20310320210,,,,,
GL075112/20,31032021,GL075112/20310320210,0,GL075112/20310320210,,,,,
GL075112/20,31032022,GL075112/20310320220,0,GL075112/20310320220,,,,,
GL075113/20,31032021,GL075113/20310320210,0,GL075113/20310320210,,,,,
GL075114/20,31032021,GL075114/20310320210,0,GL075114/20310320210,,,,,
GL075115/20,31032021,GL075115/20310320210,0,GL075115/20310320210,,,,,
GL075116/20,31032021,GL075116/20310320210,0,GL075116/20310320210,,,,,
GL075119/20,31032021,GL075119/20310320210,0,GL075119/20310320210,,,,,
GL075121/20,31032021,GL075121/20310320210,0,GL075121/20310320210,,,,,
GL075122/20,31032021,GL075122/20310320210,0,GL075122/20310320210,,,,,
GL075122/20,31032022,GL075122/2031032022,,#N/A,,,,,
GL075122/20,31032022,GL075122/20310320221529,1529,GL075122/20310320221529,,,,,
GL075123/20,31032021,GL075123/20310320210,0,GL075123/20310320210,,,,,
GL075124/20,31032021,GL075124/20310320210,0,GL075124/20310320210,,,,,
GL075125/20,31032021,GL075125/20310320210,0,GL075125/20310320210,,,,,
GL075126/20,31032021,GL075126/20310320210,0,GL075126/20310320210,,,,,
GL075127/20,31032021,GL075127/20310320210,0,GL075127/20310320210,,,,,
GL075127/20,31032022,GL075127/2031032022,,#N/A,,,,,
GL075127/20,31032022,GL075127/20310320220,0,GL075127/20310320220,,,,,
GL075128/20,31032021,GL075128/20310320210,0,GL075128/20310320210,,,,,
GL075128/20,31032022,GL075128/20310320221097,1097,GL075128/20310320221097,,,,,
GL075129/20,31032021,GL075129/20310320210,0,GL075129/20310320210,,,,,
GL075130/20,31032021,GL075130/20310320210,0,GL075130/20310320210,,,,,
GL075130/20,31032022,GL075130/2031032022,,#N/A,,,,,
GL075130/20,31032022,GL075130/20310320220,0,GL075130/20310320220,,,,,
GL075131/20,31032021,GL075131/20310320210,0,GL075131/20310320210,,,,,
GL075132/20,31032021,GL075132/20310320210,0,GL075132/20310320210,,,,,
GL075133/20,31032021,GL075133/20310320210,0,GL075133/20310320210,,,,,
GL075134/20,31032021,GL075134/20310320210,0,GL075134/20310320210,,,,,
GL075138/20,31032021,GL075138/20310320210,0,GL075138/20310320210,,,,,
GL075138/20,31032022,GL075138/2031032022,,#N/A,,,,,
GL075138/20,31032022,GL075138/20310320220,0,GL075138/20310320220,,,,,
GL075140/20,31032021,GL075140/20310320210,0,GL075140/20310320210,,,,,
GL075141/20,31032021,GL075141/20310320210,0,GL075141/20310320210,,,,,
GL075142/20,31032021,GL075142/20310320210,0,GL075142/20310320210,,,,,
GL075143/20,31032021,GL075143/20310320210,0,GL075143/20310320210,,,,,
GL075144/20,31032021,GL075144/20310320210,0,GL075144/20310320210,,,,,
GL075145/20,31032021,GL075145/20310320210,0,GL075145/20310320210,,,,,
GL075146/20,31032021,GL075146/20310320210,0,GL075146/20310320210,,,,,
GL075147/20,31032021,GL075147/20310320210,0,GL075147/20310320210,,,,,
GL075147/20,31032022,GL075147/2031032022,,#N/A,,,,,
GL075147/20,31032022,GL075147/20310320220,0,GL075147/20310320220,,,,,
GL075148/20,31032021,GL075148/20310320210,0,GL075148/20310320210,,,,,
GL075152/20,31032021,GL075152/20310320210,0,GL075152/20310320210,,,,,
GL075152/20,31032022,GL075152/2031032022,,#N/A,,,,,
GL075152/20,31032022,GL075152/20310320220,0,GL075152/20310320220,,,,,
GL075153/20,31032021,GL075153/20310320210,0,GL075153/20310320210,,,,,
GL075154/20,31032021,GL075154/20310320210,0,GL075154/20310320210,,,,,
GL075155/20,31032021,GL075155/20310320210,0,GL075155/20310320210,,,,,
GL075156/20,31032021,GL075156/20310320210,0,GL075156/20310320210,,,,,
GL075157/20,31032021,GL075157/20310320210,0,GL075157/20310320210,,,,,
GL075158/20,31032021,GL075158/20310320210,0,GL075158/20310320210,,,,,
GL075159/20,31032021,GL075159/2031032021393,393,GL075159/2031032021393,,,,,
GL075160/20,31032021,GL075160/20310320210,0,GL075160/20310320210,,,,,
GL075160/20,31032022,GL075160/2031032022,,#N/A,,,,,
GL075160/20,31032022,GL075160/20310320220,0,GL075160/20310320220,,,,,
GL075162/20,31032021,GL075162/20310320210,0,GL075162/20310320210,,,,,
GL075163/20,31032021,GL075163/20310320210,0,GL075163/20310320210,,,,,
GL075164/20,31032021,GL075164/20310320210,0,GL075164/20310320210,,,,,
GL075164/20,31032022,GL075164/2031032022,,#N/A,,,,,
GL075164/20,31032022,GL075164/20310320225050,5050,GL075164/20310320225050,,,,,
GL075165/20,31032021,GL075165/20310320210,0,GL075165/20310320210,,,,,
GL075166/20,31032021,GL075166/20310320210,0,GL075166/20310320210,,,,,
GL075166/20,31032022,GL075166/20310320222308,2308,GL075166/20310320222308,,,,,
GL075167/20,31032021,GL075167/20310320210,0,GL075167/20310320210,,,,,
GL075168/20,31032021,GL075168/2031032021200,200,GL075168/2031032021200,,,,,
GL075169/20,31032021,GL075169/20310320210,0,GL075169/20310320210,,,,,
GL075170/20,31032021,GL075170/20310320210,0,GL075170/20310320210,,,,,
GL075170/20,31032022,GL075170/2031032022,,#N/A,,,,,
GL075170/20,31032022,GL075170/20310320220,0,GL075170/20310320220,,,,,
GL075171/20,31032021,GL075171/20310320210,0,GL075171/20310320210,,,,,
GL075172/20,31032021,GL075172/20310320210,0,GL075172/20310320210,,,,,
GL075175/20,31032021,GL075175/20310320210,0,GL075175/20310320210,,,,,
GL075176/20,31032021,GL075176/20310320210,0,GL075176/20310320210,,,,,
GL075177/20,31032021,GL075177/20310320210,0,GL075177/20310320210,,,,,
GL075177/20,31032022,GL075177/2031032022,,#N/A,,,,,
GL075177/20,31032022,GL075177/20310320220,0,GL075177/20310320220,,,,,
GL075179/20,31032021,GL075179/20310320210,0,GL075179/20310320210,,,,,
GL075180/20,31032021,GL075180/20310320210,0,GL075180/20310320210,,,,,
GL075181/20,31032021,GL075181/20310320210,0,GL075181/20310320210,,,,,
GL075182/20,31032021,GL075182/20310320210,0,GL075182/20310320210,,,,,
GL075183/20,31032021,GL075183/20310320210,0,GL075183/20310320210,,,,,
GL075184/20,31032021,GL075184/20310320210,0,GL075184/20310320210,,,,,
GL075186/20,31032021,GL075186/20310320210,0,GL075186/20310320210,,,,,
GL075187/20,31032021,GL075187/20310320210,0,GL075187/20310320210,,,,,
GL075188/20,31032021,GL075188/20310320210,0,GL075188/20310320210,,,,,
GL075189/20,31032021,GL075189/20310320210,0,GL075189/20310320210,,,,,
GL075191/20,31032021,GL075191/20310320210,0,GL075191/20310320210,,,,,
GL075192/20,31032021,GL075192/20310320210,0,GL075192/20310320210,,,,,
GL075193/20,31032021,GL075193/20310320210,0,GL075193/20310320210,,,,,
GL075196/20,31032021,GL075196/20310320210,0,GL075196/20310320210,,,,,
GL075197/20,31032021,GL075197/20310320210,0,GL075197/20310320210,,,,,
GL075198/20,31032021,GL075198/20310320210,0,GL075198/20310320210,,,,,
GL075200/20,31032021,GL075200/20310320210,0,GL075200/20310320210,,,,,
GL075201/20,31032021,GL075201/20310320210,0,GL075201/20310320210,,,,,
GL075202/20,31032021,GL075202/20310320210,0,GL075202/20310320210,,,,,
GL075203/20,31032021,GL075203/20310320210,0,GL075203/20310320210,,,,,
GL075203/20,31032022,GL075203/2031032022,,#N/A,,,,,
GL075203/20,31032022,GL075203/20310320220,0,GL075203/20310320220,,,,,
GL075204/20,31032021,GL075204/20310320210,0,GL075204/20310320210,,,,,
GL075205/20,31032021,GL075205/20310320210,0,GL075205/20310320210,,,,,
GL075206/20,31032021,GL075206/20310320210,0,GL075206/20310320210,,,,,
GL075208/20,31032021,GL075208/20310320210,0,GL075208/20310320210,,,,,
GL075209/20,31032021,GL075209/20310320210,0,GL075209/20310320210,,,,,
GL075210/20,31032021,GL075210/20310320210,0,GL075210/20310320210,,,,,
GL075210/20,31032022,GL075210/2031032022,,#N/A,,,,,
GL075210/20,31032022,GL075210/20310320220,0,GL075210/20310320220,,,,,
GL075211/20,31032021,GL075211/20310320210,0,GL075211/20310320210,,,,,
GL075211/20,31032022,GL075211/2031032022,,#N/A,,,,,
GL075211/20,31032022,GL075211/20310320220,0,GL075211/20310320220,,,,,
GL075212/20,31032021,GL075212/20310320210,0,GL075212/20310320210,,,,,
GL075212/20,31032022,GL075212/2031032022,,#N/A,,,,,
GL075212/20,31032022,GL075212/20310320220,0,GL075212/20310320220,,,,,
GL075214/20,31032021,GL075214/20310320210,0,GL075214/20310320210,,,,,
GL075218/20,31032021,GL075218/20310320210,0,GL075218/20310320210,,,,,
GL075224/20,31032021,GL075224/20310320210,0,GL075224/20310320210,,,,,
GL075228/20,31032021,GL075228/20310320210,0,GL075228/20310320210,,,,,
GL075229/20,31032021,GL075229/20310320210,0,GL075229/20310320210,,,,,
GL075229/20,31032022,GL075229/2031032022683,683,GL075229/2031032022683,,,,,
GL075230/20,31032021,GL075230/20310320210,0,GL075230/20310320210,,,,,
GL075231/20,31032021,GL075231/20310320210,0,GL075231/20310320210,,,,,
GL075232/20,31032021,GL075232/20310320210,0,GL075232/20310320210,,,,,
GL075233/20,31032021,GL075233/20310320212000,2000,GL075233/20310320212000,,,,,
GL075234/20,31032021,GL075234/20310320210,0,GL075234/20310320210,,,,,
GL075235/20,31032021,GL075235/20310320210,0,GL075235/20310320210,,,,,
GL075235/20,31032022,GL075235/20310320220,0,GL075235/20310320220,,,,,
GL075236/20,31032021,GL075236/20310320210,0,GL075236/20310320210,,,,,
GL075237/20,31032021,GL075237/20310320210,0,GL075237/20310320210,,,,,
GL075238/20,31032021,GL075238/20310320210,0,GL075238/20310320210,,,,,
GL075239/20,31032021,GL075239/20310320210,0,GL075239/20310320210,,,,,
GL075240/20,31032021,GL075240/20310320210,0,GL075240/20310320210,,,,,
GL075241/20,31032021,GL075241/20310320210,0,GL075241/20310320210,,,,,
GL075242/20,31032021,GL075242/20310320210,0,GL075242/20310320210,,,,,
GL075243/20,31032021,GL075243/20310320210,0,GL075243/20310320210,,,,,
GL075244/20,31032021,GL075244/20310320210,0,GL075244/20310320210,,,,,
GL075244/20,31032022,GL075244/2031032022,,#N/A,,,,,
GL075244/20,31032022,GL075244/20310320220,0,GL075244/20310320220,,,,,
GL075245/20,31032021,GL075245/20310320210,0,GL075245/20310320210,,,,,
GL075246/20,31032021,GL075246/20310320210,0,GL075246/20310320210,,,,,
GL075247/20,31032021,GL075247/20310320210,0,GL075247/20310320210,,,,,
GL075248/20,31032021,GL075248/20310320210,0,GL075248/20310320210,,,,,
GL075248/20,31032022,GL075248/2031032022,,#N/A,,,,,
GL075248/20,31032022,GL075248/20310320220,0,GL075248/20310320220,,,,,
GL075249/20,31032021,GL075249/20310320210,0,GL075249/20310320210,,,,,
GL075251/20,31032021,GL075251/20310320210,0,GL075251/20310320210,,,,,
GL075252/20,31032021,GL075252/20310320210,0,GL075252/20310320210,,,,,
GL075253/20,31032021,GL075253/20310320210,0,GL075253/20310320210,,,,,
GL075253/20,31032022,GL075253/2031032022,,#N/A,,,,,
GL075253/20,31032022,GL075253/20310320220,0,GL075253/20310320220,,,,,
GL075254/20,31032021,GL075254/20310320210,0,GL075254/20310320210,,,,,
GL075255/20,31032021,GL075255/20310320210,0,GL075255/20310320210,,,,,
GL075255/20,31032022,GL075255/2031032022,,#N/A,,,,,
GL075255/20,31032022,GL075255/20310320220,0,GL075255/20310320220,,,,,
GL075256/20,31032021,GL075256/20310320210,0,GL075256/20310320210,,,,,
GL075258/20,31032021,GL075258/20310320210,0,GL075258/20310320210,,,,,
GL075259/20,31032021,GL075259/20310320210,0,GL075259/20310320210,,,,,
GL075260/20,31032021,GL075260/20310320210,0,GL075260/20310320210,,,,,
GL075262/20,31032021,GL075262/20310320210,0,GL075262/20310320210,,,,,
GL075263/20,31032021,GL075263/20310320210,0,GL075263/20310320210,,,,,
GL075264/20,31032021,GL075264/20310320210,0,GL075264/20310320210,,,,,
GL075265/20,31032021,GL075265/20310320210,0,GL075265/20310320210,,,,,
GL075267/20,31032021,GL075267/20310320210,0,GL075267/20310320210,,,,,
GL075271/20,31032021,GL075271/20310320210,0,GL075271/20310320210,,,,,
GL075272/20,31032021,GL075272/20310320210,0,GL075272/20310320210,,,,,
GL075273/20,31032021,GL075273/20310320210,0,GL075273/20310320210,,,,,
GL075274/20,31032021,GL075274/20310320210,0,GL075274/20310320210,,,,,
GL075275/20,31032021,GL075275/20310320210,0,GL075275/20310320210,,,,,
GL075276/20,31032021,GL075276/20310320210,0,GL075276/20310320210,,,,,
GL075277/20,31032021,GL075277/20310320210,0,GL075277/20310320210,,,,,
GL075279/20,31032021,GL075279/20310320210,0,GL075279/20310320210,,,,,
GL075279/20,31032022,GL075279/20310320220,0,GL075279/20310320220,,,,,
GL075280/20,31032021,GL075280/20310320210,0,GL075280/20310320210,,,,,
GL075281/20,31032021,GL075281/20310320210,0,GL075281/20310320210,,,,,
GL075284/20,31032021,GL075284/20310320210,0,GL075284/20310320210,,,,,
GL075285/20,31032021,GL075285/20310320210,0,GL075285/20310320210,,,,,
